# Residuals   
# Time        	Ux            	Uz            	p             	k             	omega         
973           	3.842414e-06	7.004791e-06	4.868926e-06	1.265172e-05	6.735523e-08
974           	3.812776e-06	6.951882e-06	4.831957e-06	1.255770e-05	6.683491e-08
975           	3.783372e-06	6.899278e-06	4.796504e-06	1.246440e-05	6.631815e-08
976           	3.754203e-06	6.846930e-06	4.760969e-06	1.237186e-05	6.580546e-08
977           	3.725272e-06	6.794833e-06	4.725829e-06	1.228006e-05	6.529721e-08
978           	3.696571e-06	6.742906e-06	4.691344e-06	1.218902e-05	6.479310e-08
979           	3.668112e-06	6.691199e-06	4.657829e-06	1.209872e-05	6.429337e-08
980           	3.639889e-06	6.639704e-06	4.624565e-06	1.200913e-05	6.379808e-08
981           	3.611899e-06	6.588393e-06	4.591444e-06	1.192001e-05	6.330736e-08
982           	3.584150e-06	6.537349e-06	4.557923e-06	1.183152e-05	6.282106e-08
983           	3.556633e-06	6.486545e-06	4.523267e-06	1.174373e-05	6.233859e-08
984           	3.529343e-06	6.436000e-06	4.487637e-06	1.165662e-05	6.185955e-08
985           	3.502278e-06	6.385774e-06	4.451028e-06	1.157020e-05	6.138459e-08
986           	3.475437e-06	6.335895e-06	4.414956e-06	1.148445e-05	6.091376e-08
987           	3.448816e-06	6.286400e-06	4.379711e-06	1.139937e-05	6.044697e-08
988           	3.422413e-06	6.237340e-06	4.344991e-06	1.131494e-05	5.998445e-08
989           	3.396225e-06	6.188731e-06	4.310777e-06	1.123117e-05	5.952580e-08
990           	3.370250e-06	6.140578e-06	4.277340e-06	1.114804e-05	5.907111e-08
991           	3.344483e-06	6.092889e-06	4.245637e-06	1.106555e-05	5.862037e-08
992           	3.318921e-06	6.045668e-06	4.214588e-06	1.098368e-05	5.817680e-08
993           	3.293562e-06	5.998907e-06	4.184173e-06	1.090244e-05	5.773433e-08
994           	3.268402e-06	5.952589e-06	4.153933e-06	1.082181e-05	5.729497e-08
995           	3.243439e-06	5.906703e-06	4.123866e-06	1.074180e-05	5.685912e-08
996           	3.218671e-06	5.861224e-06	4.094174e-06	1.066240e-05	5.642662e-08
997           	3.194098e-06	5.816148e-06	4.064637e-06	1.058360e-05	5.599771e-08
998           	3.169719e-06	5.771463e-06	4.034989e-06	1.050541e-05	5.557235e-08
999           	3.145534e-06	5.727152e-06	4.005231e-06	1.042783e-05	5.515055e-08
1000          	3.121543e-06	5.683214e-06	3.975557e-06	1.035084e-05	5.473237e-08
1001          	3.097746e-06	5.639650e-06	3.946013e-06	1.027444e-05	5.431768e-08
1002          	3.074143e-06	5.596471e-06	3.916484e-06	1.019863e-05	5.390666e-08
1003          	3.050733e-06	5.553581e-06	3.886623e-06	1.012340e-05	5.349951e-08
1004          	3.027515e-06	5.511158e-06	3.857740e-06	1.004875e-05	5.309580e-08
1005          	3.004486e-06	5.469213e-06	3.829588e-06	9.974668e-06	5.269502e-08
1006          	2.981647e-06	5.427694e-06	3.801698e-06	9.901135e-06	5.229797e-08
1007          	2.958995e-06	5.386635e-06	3.773903e-06	9.828155e-06	5.190444e-08
1008          	2.936523e-06	5.346001e-06	3.745571e-06	9.755713e-06	5.151430e-08
1009          	2.914245e-06	5.305775e-06	3.717952e-06	9.683815e-06	5.112725e-08
1010          	2.892142e-06	5.265957e-06	3.690739e-06	9.612456e-06	5.074442e-08
1011          	2.870216e-06	5.226504e-06	3.663809e-06	9.541632e-06	5.036651e-08
1012          	2.848463e-06	5.187390e-06	3.635553e-06	9.471326e-06	4.999100e-08
1013          	2.826887e-06	5.148613e-06	3.607529e-06	9.401541e-06	4.961739e-08
1014          	2.805509e-06	5.111657e-06	3.584081e-06	9.332277e-06	4.924281e-08
1015          	2.784278e-06	5.073619e-06	3.567661e-06	9.263526e-06	4.887541e-08
1016          	2.763214e-06	5.035176e-06	3.529533e-06	9.195292e-06	4.850644e-08
1017          	2.742412e-06	4.998319e-06	3.507377e-06	9.127566e-06	4.815015e-08
1018          	2.721428e-06	4.959111e-06	3.475599e-06	9.060356e-06	4.778545e-08
1019          	2.701037e-06	4.921842e-06	3.447205e-06	8.993656e-06	4.742646e-08
1020          	2.680570e-06	4.885377e-06	3.428380e-06	8.927467e-06	4.707572e-08
1021          	2.660375e-06	4.848606e-06	3.396470e-06	8.861784e-06	4.672242e-08
1022          	2.640305e-06	4.811287e-06	3.368618e-06	8.796603e-06	4.637423e-08
1023          	2.620365e-06	4.775161e-06	3.348728e-06	8.731927e-06	4.602780e-08
1024          	2.600577e-06	4.739240e-06	3.331866e-06	8.667772e-06	4.568811e-08
1025          	2.581059e-06	4.702868e-06	3.298648e-06	8.604187e-06	4.534606e-08
1026          	2.561669e-06	4.667400e-06	3.281791e-06	8.541054e-06	4.501199e-08
1027          	2.542318e-06	4.631384e-06	3.248585e-06	8.478382e-06	4.467559e-08
1028          	2.523317e-06	4.596474e-06	3.232516e-06	8.416172e-06	4.434593e-08
1029          	2.504185e-06	4.560923e-06	3.200264e-06	8.354429e-06	4.401602e-08
1030          	2.485524e-06	4.526176e-06	3.173491e-06	8.293141e-06	4.368883e-08
1031          	2.466792e-06	4.492230e-06	3.157277e-06	8.232314e-06	4.336810e-08
1032          	2.448336e-06	4.457869e-06	3.131131e-06	8.171932e-06	4.304605e-08
1033          	2.429992e-06	4.423441e-06	3.105619e-06	8.111999e-06	4.272733e-08
1034          	2.411717e-06	4.390221e-06	3.088548e-06	8.052510e-06	4.241091e-08
1035          	2.393626e-06	4.357420e-06	3.074136e-06	7.993463e-06	4.210029e-08
1036          	2.375730e-06	4.324317e-06	3.045221e-06	7.934852e-06	4.178796e-08
1037          	2.357930e-06	4.291126e-06	3.020862e-06	7.876676e-06	4.148022e-08
1038          	2.340250e-06	4.258902e-06	3.003378e-06	7.818937e-06	4.117359e-08
1039          	2.322682e-06	4.226711e-06	2.978243e-06	7.761632e-06	4.087169e-08
1040          	2.305373e-06	4.194374e-06	2.955233e-06	7.704766e-06	4.056927e-08
1041          	2.288039e-06	4.163092e-06	2.939884e-06	7.648334e-06	4.027327e-08
1042          	2.270992e-06	4.131560e-06	2.912393e-06	7.592326e-06	3.997622e-08
1043          	2.254023e-06	4.099838e-06	2.887770e-06	7.536743e-06	3.968157e-08
1044          	2.237119e-06	4.069551e-06	2.871918e-06	7.481580e-06	3.939277e-08
1045          	2.220475e-06	4.038817e-06	2.846961e-06	7.426829e-06	3.910214e-08
1046          	2.203915e-06	4.009114e-06	2.833790e-06	7.372488e-06	3.881676e-08
1047          	2.187471e-06	3.978858e-06	2.813682e-06	7.318551e-06	3.853290e-08
1048          	2.171189e-06	3.948853e-06	2.791402e-06	7.265012e-06	3.825114e-08
1049          	2.155022e-06	3.919313e-06	2.769770e-06	7.211836e-06	3.797172e-08
1050          	2.138979e-06	3.890290e-06	2.749037e-06	7.158852e-06	3.769548e-08
1051          	2.123106e-06	3.862410e-06	2.731790e-06	7.106298e-06	3.741846e-08
1052          	2.107300e-06	3.834073e-06	2.720259e-06	7.054158e-06	3.714690e-08
1053          	2.091658e-06	3.805255e-06	2.688823e-06	7.002423e-06	3.687445e-08
1054          	2.076170e-06	3.776943e-06	2.666825e-06	6.951087e-06	3.660531e-08
1055          	2.060605e-06	3.748787e-06	2.651529e-06	6.900150e-06	3.633928e-08
1056          	2.045435e-06	3.721212e-06	2.628050e-06	6.849596e-06	3.607275e-08
1057          	2.030267e-06	3.694042e-06	2.615476e-06	6.799424e-06	3.581188e-08
1058          	2.015195e-06	3.666254e-06	2.586991e-06	6.749628e-06	3.554933e-08
1059          	2.000303e-06	3.639474e-06	2.573272e-06	6.700209e-06	3.529167e-08
1060          	1.985358e-06	3.611982e-06	2.548233e-06	6.651165e-06	3.503405e-08
1061          	1.970759e-06	3.585010e-06	2.526804e-06	6.602490e-06	3.477846e-08
1062          	1.956115e-06	3.558462e-06	2.509350e-06	6.554183e-06	3.452576e-08
1063          	1.941680e-06	3.531887e-06	2.496188e-06	6.506238e-06	3.427603e-08
1064          	1.927320e-06	3.505310e-06	2.473245e-06	6.458655e-06	3.402519e-08
1065          	1.913081e-06	3.479764e-06	2.461034e-06	6.411428e-06	3.378007e-08
1066          	1.898951e-06	3.453107e-06	2.435765e-06	6.364552e-06	3.353362e-08
1067          	1.884992e-06	3.427777e-06	2.425607e-06	6.318025e-06	3.329138e-08
1068          	1.870950e-06	3.401771e-06	2.401673e-06	6.271844e-06	3.304923e-08
1069          	1.857273e-06	3.376750e-06	2.389180e-06	6.226003e-06	3.281082e-08
1070          	1.843556e-06	3.351298e-06	2.366047e-06	6.180498e-06	3.257317e-08
1071          	1.830012e-06	3.326265e-06	2.347754e-06	6.135329e-06	3.233717e-08
1072          	1.816507e-06	3.301954e-06	2.333093e-06	6.090492e-06	3.210414e-08
1073          	1.803174e-06	3.277340e-06	2.315134e-06	6.045984e-06	3.187137e-08
1074          	1.789917e-06	3.253357e-06	2.304305e-06	6.001806e-06	3.164217e-08
1075          	1.776765e-06	3.229161e-06	2.284323e-06	5.957957e-06	3.141199e-08
1076          	1.763715e-06	3.205959e-06	2.274672e-06	5.914438e-06	3.118692e-08
1077          	1.750772e-06	3.181805e-06	2.252336e-06	5.871241e-06	3.096048e-08
1078          	1.737957e-06	3.158698e-06	2.242781e-06	5.828368e-06	3.073756e-08
1079          	1.725094e-06	3.135138e-06	2.221281e-06	5.785816e-06	3.051553e-08
1080          	1.712531e-06	3.111956e-06	2.203140e-06	5.743580e-06	3.029479e-08
1081          	1.699946e-06	3.089297e-06	2.188480e-06	5.701660e-06	3.007703e-08
1082          	1.687513e-06	3.066397e-06	2.171108e-06	5.660052e-06	2.985966e-08
1083          	1.675156e-06	3.043982e-06	2.160978e-06	5.618753e-06	2.964577e-08
1084          	1.662901e-06	3.021442e-06	2.141838e-06	5.577761e-06	2.943099e-08
1085          	1.650743e-06	2.999865e-06	2.132635e-06	5.537073e-06	2.922103e-08
1086          	1.638680e-06	2.977358e-06	2.111624e-06	5.496685e-06	2.900980e-08
1087          	1.626741e-06	2.955816e-06	2.102630e-06	5.456596e-06	2.880192e-08
1088          	1.614768e-06	2.933911e-06	2.082599e-06	5.416805e-06	2.859488e-08
1089          	1.603070e-06	2.912291e-06	2.065987e-06	5.377307e-06	2.838897e-08
1090          	1.591351e-06	2.891234e-06	2.052554e-06	5.338099e-06	2.818585e-08
1091          	1.579778e-06	2.869978e-06	2.036702e-06	5.299179e-06	2.798307e-08
1092          	1.568273e-06	2.849168e-06	2.027742e-06	5.260544e-06	2.778349e-08
1093          	1.556862e-06	2.828242e-06	2.010229e-06	5.222193e-06	2.758287e-08
1094          	1.545538e-06	2.808225e-06	2.001523e-06	5.184125e-06	2.738693e-08
1095          	1.534302e-06	2.787285e-06	1.981495e-06	5.146339e-06	2.718946e-08
1096          	1.523183e-06	2.767176e-06	1.973088e-06	5.108834e-06	2.699525e-08
1097          	1.512027e-06	2.746804e-06	1.954561e-06	5.071606e-06	2.680158e-08
1098          	1.501121e-06	2.726672e-06	1.939202e-06	5.034654e-06	2.660909e-08
1099          	1.490198e-06	2.707061e-06	1.926717e-06	4.997977e-06	2.641920e-08
1100          	1.479411e-06	2.687158e-06	1.911807e-06	4.961570e-06	2.622961e-08
1101          	1.468687e-06	2.667701e-06	1.903314e-06	4.925433e-06	2.604316e-08
1102          	1.458049e-06	2.648133e-06	1.886762e-06	4.889565e-06	2.585557e-08
1103          	1.447491e-06	2.629338e-06	1.878804e-06	4.853964e-06	2.567258e-08
1104          	1.437023e-06	2.609782e-06	1.860418e-06	4.818625e-06	2.548800e-08
1105          	1.426655e-06	2.590962e-06	1.852468e-06	4.783550e-06	2.530680e-08
1106          	1.416253e-06	2.571819e-06	1.834959e-06	4.748737e-06	2.512568e-08
1107          	1.406098e-06	2.553082e-06	1.820314e-06	4.714181e-06	2.494656e-08
1108          	1.395921e-06	2.534729e-06	1.808354e-06	4.679879e-06	2.476949e-08
1109          	1.385866e-06	2.516119e-06	1.794332e-06	4.645829e-06	2.459305e-08
1110          	1.375872e-06	2.497791e-06	1.782179e-06	4.612027e-06	2.441840e-08
1111          	1.365958e-06	2.479751e-06	1.769915e-06	4.578473e-06	2.424456e-08
1112          	1.356118e-06	2.461783e-06	1.757460e-06	4.545164e-06	2.407234e-08
1113          	1.346357e-06	2.444062e-06	1.745519e-06	4.512100e-06	2.390113e-08
1114          	1.336670e-06	2.426332e-06	1.733639e-06	4.479278e-06	2.373137e-08
1115          	1.327059e-06	2.408872e-06	1.721592e-06	4.446697e-06	2.356269e-08
1116          	1.317521e-06	2.391426e-06	1.709855e-06	4.414356e-06	2.339540e-08
1117          	1.308057e-06	2.374256e-06	1.698001e-06	4.382254e-06	2.322920e-08
1118          	1.298669e-06	2.357048e-06	1.686391e-06	4.350389e-06	2.306422e-08
1119          	1.289343e-06	2.340257e-06	1.674621e-06	4.318761e-06	2.290055e-08
1120          	1.280104e-06	2.323308e-06	1.662984e-06	4.287367e-06	2.273803e-08
1121          	1.270924e-06	2.306732e-06	1.651390e-06	4.256206e-06	2.257668e-08
1122          	1.261820e-06	2.290136e-06	1.639921e-06	4.225276e-06	2.241665e-08
1123          	1.252792e-06	2.273825e-06	1.628454e-06	4.194575e-06	2.225768e-08
1124          	1.243825e-06	2.257475e-06	1.617165e-06	4.164102e-06	2.210000e-08
1125          	1.234938e-06	2.241417e-06	1.605910e-06	4.133855e-06	2.194340e-08
1126          	1.226108e-06	2.225325e-06	1.594839e-06	4.103831e-06	2.178807e-08
1127          	1.217363e-06	2.209525e-06	1.583796e-06	4.074029e-06	2.163380e-08
1128          	1.208667e-06	2.193684e-06	1.572933e-06	4.044448e-06	2.148080e-08
1129          	1.200055e-06	2.178130e-06	1.562108e-06	4.015084e-06	2.132877e-08
1130          	1.191500e-06	2.162549e-06	1.551402e-06	3.985937e-06	2.117801e-08
1131          	1.183014e-06	2.147229e-06	1.540751e-06	3.957004e-06	2.102821e-08
1132          	1.174594e-06	2.131888e-06	1.530185e-06	3.928284e-06	2.087964e-08
1133          	1.166237e-06	2.116796e-06	1.519663e-06	3.899775e-06	2.073199e-08
1134          	1.157946e-06	2.101687e-06	1.509220e-06	3.871476e-06	2.058560e-08
1135          	1.149717e-06	2.086814e-06	1.498831e-06	3.843387e-06	2.044005e-08
1136          	1.141553e-06	2.071929e-06	1.488517e-06	3.815505e-06	2.029576e-08
1137          	1.133450e-06	2.057276e-06	1.478251e-06	3.787831e-06	2.015232e-08
1138          	1.125411e-06	2.042611e-06	1.468066e-06	3.760361e-06	2.001013e-08
1139          	1.117432e-06	2.028178e-06	1.457935e-06	3.733096e-06	1.986877e-08
1140          	1.109516e-06	2.013735e-06	1.447887e-06	3.706033e-06	1.972856e-08
1141          	1.101660e-06	1.999522e-06	1.437870e-06	3.679171e-06	1.958972e-08
1142          	1.093866e-06	1.985303e-06	1.427938e-06	3.652508e-06	1.945192e-08
1143          	1.086131e-06	1.971313e-06	1.418079e-06	3.626043e-06	1.931486e-08
1144          	1.078457e-06	1.957318e-06	1.408336e-06	3.599775e-06	1.917897e-08
1145          	1.070841e-06	1.943554e-06	1.398659e-06	3.573703e-06	1.904386e-08
1146          	1.063285e-06	1.929788e-06	1.389082e-06	3.547824e-06	1.890991e-08
1147          	1.055788e-06	1.916247e-06	1.379628e-06	3.522138e-06	1.877673e-08
1148          	1.048346e-06	1.902708e-06	1.370372e-06	3.496642e-06	1.864468e-08
1149          	1.040963e-06	1.889383e-06	1.361133e-06	3.471336e-06	1.851340e-08
1150          	1.033637e-06	1.876074e-06	1.351981e-06	3.446217e-06	1.838326e-08
1151          	1.026367e-06	1.862961e-06	1.342833e-06	3.421288e-06	1.825388e-08
1152          	1.019150e-06	1.849858e-06	1.333811e-06	3.396542e-06	1.812557e-08
1153          	1.011992e-06	1.836958e-06	1.324788e-06	3.371978e-06	1.799804e-08
1154          	1.004884e-06	1.824061e-06	1.315873e-06	3.347597e-06	1.787158e-08
1155          	9.978339e-07	1.811359e-06	1.306945e-06	3.323396e-06	1.774587e-08
1156          	9.908334e-07	1.798659e-06	1.298103e-06	3.299375e-06	1.762122e-08
1157          	9.838910e-07	1.786156e-06	1.289254e-06	3.275532e-06	1.749735e-08
1158          	9.769944e-07	1.773650e-06	1.280501e-06	3.251865e-06	1.737468e-08
1159          	9.701577e-07	1.761342e-06	1.271728e-06	3.228373e-06	1.725275e-08
1160          	9.633654e-07	1.749030e-06	1.263050e-06	3.205053e-06	1.713178e-08
1161          	9.566322e-07	1.736916e-06	1.254380e-06	3.181906e-06	1.701165e-08
1162          	9.499428e-07	1.724801e-06	1.245830e-06	3.158930e-06	1.689247e-08
1163          	9.433119e-07	1.712885e-06	1.237311e-06	3.136123e-06	1.677404e-08
1164          	9.367240e-07	1.700968e-06	1.228907e-06	3.113689e-06	1.665657e-08
1165          	9.301940e-07	1.689250e-06	1.220445e-06	3.091440e-06	1.653995e-08
1166          	9.237065e-07	1.677538e-06	1.211985e-06	3.069349e-06	1.642432e-08
1167          	9.172762e-07	1.666027e-06	1.203576e-06	3.047414e-06	1.630949e-08
1168          	9.108867e-07	1.654523e-06	1.195940e-06	3.025647e-06	1.619559e-08
1169          	9.045557e-07	1.643207e-06	1.189127e-06	3.004038e-06	1.608236e-08
1170          	8.982622e-07	1.631894e-06	1.182554e-06	2.982586e-06	1.597003e-08
1171          	8.920271e-07	1.620769e-06	1.176104e-06	2.961286e-06	1.585833e-08
1172          	8.858294e-07	1.609645e-06	1.170127e-06	2.940138e-06	1.574750e-08
1173          	8.796913e-07	1.598704e-06	1.164314e-06	2.919141e-06	1.563730e-08
1174          	8.735899e-07	1.587761e-06	1.158833e-06	2.898292e-06	1.552799e-08
1175          	8.675438e-07	1.576998e-06	1.153660e-06	2.877592e-06	1.541930e-08
1176          	8.615392e-07	1.566246e-06	1.148738e-06	2.857039e-06	1.531149e-08
1177          	8.555819e-07	1.555667e-06	1.143889e-06	2.836633e-06	1.520433e-08
1178          	8.496721e-07	1.545081e-06	1.139100e-06	2.816372e-06	1.509803e-08
1179          	8.438085e-07	1.534676e-06	1.134404e-06	2.796256e-06	1.499289e-08
1180          	8.379869e-07	1.524280e-06	1.133526e-06	2.776285e-06	1.488785e-08
1181          	8.322178e-07	1.513822e-06	1.130001e-06	2.756461e-06	1.478389e-08
1182          	8.264866e-07	1.503593e-06	1.125336e-06	2.736778e-06	1.468080e-08
1183          	8.208064e-07	1.493475e-06	1.120242e-06	2.717237e-06	1.457851e-08
1184          	8.151669e-07	1.483412e-06	1.115179e-06	2.697837e-06	1.447715e-08
1185          	8.095741e-07	1.473345e-06	1.110177e-06	2.678577e-06	1.437657e-08
1186          	8.040229e-07	1.463414e-06	1.105167e-06	2.659456e-06	1.427672e-08
1187          	7.985150e-07	1.453573e-06	1.100259e-06	2.640473e-06	1.417764e-08
1188          	7.930500e-07	1.443797e-06	1.095559e-06	2.621627e-06	1.407931e-08
1189          	7.876266e-07	1.434066e-06	1.091072e-06	2.602918e-06	1.398231e-08
1190          	7.822641e-07	1.424748e-06	1.088136e-06	2.584345e-06	1.388466e-08
1191          	7.769018e-07	1.414930e-06	1.081259e-06	2.565958e-06	1.378834e-08
1192          	7.716388e-07	1.405497e-06	1.078985e-06	2.547781e-06	1.369372e-08
1193          	7.663021e-07	1.395813e-06	1.073287e-06	2.529834e-06	1.359836e-08
1194          	7.611386e-07	1.386394e-06	1.066288e-06	2.512054e-06	1.350474e-08
1195          	7.559553e-07	1.377052e-06	1.062375e-06	2.494433e-06	1.341221e-08
1196          	7.508153e-07	1.367616e-06	1.057737e-06	2.476946e-06	1.331990e-08
1197          	7.457046e-07	1.358308e-06	1.054050e-06	2.459587e-06	1.322878e-08
1198          	7.406430e-07	1.349147e-06	1.050201e-06	2.442348e-06	1.313809e-08
1199          	7.356086e-07	1.340019e-06	1.047398e-06	2.425225e-06	1.304842e-08
1200          	7.306215e-07	1.331020e-06	1.045554e-06	2.408215e-06	1.295963e-08
1201          	7.256610e-07	1.322042e-06	1.047688e-06	2.391316e-06	1.287052e-08
1202          	7.207599e-07	1.313242e-06	1.044221e-06	2.374526e-06	1.278334e-08
1203          	7.158874e-07	1.304463e-06	1.047140e-06	2.357845e-06	1.269591e-08
1204          	7.110351e-07	1.295583e-06	1.047497e-06	2.341271e-06	1.260936e-08
1205          	7.062549e-07	1.286833e-06	1.045646e-06	2.324805e-06	1.252346e-08
1206          	7.014903e-07	1.278153e-06	1.043409e-06	2.308445e-06	1.243819e-08
1207          	6.967658e-07	1.269704e-06	1.041258e-06	2.292190e-06	1.235365e-08
1208          	6.920737e-07	1.261301e-06	1.039305e-06	2.276043e-06	1.226970e-08
1209          	6.874218e-07	1.252883e-06	1.037146e-06	2.260001e-06	1.218689e-08
1210          	6.828135e-07	1.245068e-06	1.036497e-06	2.244065e-06	1.210350e-08
1211          	6.782302e-07	1.236917e-06	1.037648e-06	2.228234e-06	1.202168e-08
1212          	6.736794e-07	1.228469e-06	1.035794e-06	2.212508e-06	1.194029e-08
1213          	6.691656e-07	1.220606e-06	1.031081e-06	2.196887e-06	1.185896e-08
1214          	6.647065e-07	1.212259e-06	1.027348e-06	2.181369e-06	1.177814e-08
1215          	6.602159e-07	1.204347e-06	1.026613e-06	2.165958e-06	1.169787e-08
1216          	6.557887e-07	1.196347e-06	1.021071e-06	2.150651e-06	1.161880e-08
1217          	6.514468e-07	1.188304e-06	1.017640e-06	2.135448e-06	1.153969e-08
1218          	6.470805e-07	1.180437e-06	1.014383e-06	2.120351e-06	1.146100e-08
1219          	6.427557e-07	1.172619e-06	1.011376e-06	2.105358e-06	1.138349e-08
1220          	6.384674e-07	1.164725e-06	1.011402e-06	2.090468e-06	1.130539e-08
1221          	6.342040e-07	1.157186e-06	1.005275e-06	2.075682e-06	1.122875e-08
1222          	6.299887e-07	1.149158e-06	1.000380e-06	2.060998e-06	1.115236e-08
1223          	6.257748e-07	1.141278e-06	9.994721e-07	2.046417e-06	1.107571e-08
1224          	6.216086e-07	1.133940e-06	9.937192e-07	2.031938e-06	1.100069e-08
1225          	6.174833e-07	1.126228e-06	9.933499e-07	2.017561e-06	1.092496e-08
1226          	6.133601e-07	1.118454e-06	9.900717e-07	2.003286e-06	1.085051e-08
1227          	6.092883e-07	1.110847e-06	9.855440e-07	1.989111e-06	1.077622e-08
1228          	6.052369e-07	1.103379e-06	9.807422e-07	1.975037e-06	1.070250e-08
1229          	6.012097e-07	1.095857e-06	9.760671e-07	1.961062e-06	1.062923e-08
1230          	5.972115e-07	1.088358e-06	9.713664e-07	1.947186e-06	1.055667e-08
1231          	5.932498e-07	1.080898e-06	9.669442e-07	1.933407e-06	1.048399e-08
1232          	5.892970e-07	1.073659e-06	9.622313e-07	1.919727e-06	1.041213e-08
1233          	5.853885e-07	1.066455e-06	9.574243e-07	1.906144e-06	1.034068e-08
1234          	5.815036e-07	1.059280e-06	9.528754e-07	1.892659e-06	1.026969e-08
1235          	5.776455e-07	1.052165e-06	9.484305e-07	1.879270e-06	1.019916e-08
1236          	5.738126e-07	1.045093e-06	9.439257e-07	1.865977e-06	1.012910e-08
1237          	5.700062e-07	1.038088e-06	9.392924e-07	1.852779e-06	1.005949e-08
1238          	5.662263e-07	1.031148e-06	9.345423e-07	1.839677e-06	9.990330e-09
1239          	5.624736e-07	1.024275e-06	9.297095e-07	1.826669e-06	9.921621e-09
1240          	5.587476e-07	1.017471e-06	9.248412e-07	1.813755e-06	9.853359e-09
1241          	5.550475e-07	1.010735e-06	9.199800e-07	1.800935e-06	9.785551e-09
1242          	5.513729e-07	1.004069e-06	9.151503e-07	1.788207e-06	9.718182e-09
1243          	5.477237e-07	9.974721e-07	9.103402e-07	1.775570e-06	9.651244e-09
1244          	5.440998e-07	9.909465e-07	9.055379e-07	1.763026e-06	9.584759e-09
1245          	5.405014e-07	9.844873e-07	9.007512e-07	1.750571e-06	9.518733e-09
1246          	5.369283e-07	9.780925e-07	8.959831e-07	1.738206e-06	9.453153e-09
1247          	5.333808e-07	9.717629e-07	8.912837e-07	1.725929e-06	9.387742e-09
1248          	5.298635e-07	9.661129e-07	8.866348e-07	1.713740e-06	9.323611e-09
1249          	5.263789e-07	9.596611e-07	8.854082e-07	1.701639e-06	9.258835e-09
1250          	5.228979e-07	9.534938e-07	8.810084e-07	1.689626e-06	9.195214e-09
1251          	5.194534e-07	9.472804e-07	8.756810e-07	1.677699e-06	9.131744e-09
1252          	5.160320e-07	9.412372e-07	8.702207e-07	1.665859e-06	9.068758e-09
1253          	5.126337e-07	9.352934e-07	8.650233e-07	1.654105e-06	9.006413e-09
1254          	5.092644e-07	9.292297e-07	8.601312e-07	1.642435e-06	8.944003e-09
1255          	5.059066e-07	9.233906e-07	8.549063e-07	1.630849e-06	8.882323e-09
1256          	5.025821e-07	9.176037e-07	8.496562e-07	1.619347e-06	8.821045e-09
1257          	4.992838e-07	9.118580e-07	8.448315e-07	1.607929e-06	8.760193e-09
1258          	4.960061e-07	9.061471e-07	8.402291e-07	1.596593e-06	8.699762e-09
1259          	4.927517e-07	9.004711e-07	8.356291e-07	1.585340e-06	8.639757e-09
1260          	4.895208e-07	8.948368e-07	8.309352e-07	1.574168e-06	8.580173e-09
1261          	4.863141e-07	8.892573e-07	8.261365e-07	1.563077e-06	8.521005e-09
1262          	4.831338e-07	8.837679e-07	8.212746e-07	1.552068e-06	8.462303e-09
1263          	4.799745e-07	8.782928e-07	8.163972e-07	1.541138e-06	8.403948e-09
1264          	4.768404e-07	8.728732e-07	8.115234e-07	1.530288e-06	8.346036e-09
1265          	4.737280e-07	8.675105e-07	8.067227e-07	1.519518e-06	8.288547e-09
1266          	4.706404e-07	8.622034e-07	8.020014e-07	1.508827e-06	8.231468e-09
1267          	4.675737e-07	8.569437e-07	7.973350e-07	1.498214e-06	8.174802e-09
1268          	4.645308e-07	8.516893e-07	7.927143e-07	1.487679e-06	8.118538e-09
1269          	4.615077e-07	8.465435e-07	7.881212e-07	1.477223e-06	8.062708e-09
1270          	4.585079e-07	8.414260e-07	7.835201e-07	1.466843e-06	8.007293e-09
1271          	4.555306e-07	8.363401e-07	7.789329e-07	1.456540e-06	7.952281e-09
1272          	4.525758e-07	8.312928e-07	7.743769e-07	1.446313e-06	7.897673e-09
1273          	4.496430e-07	8.262858e-07	7.698477e-07	1.436162e-06	7.843469e-09
1274          	4.467320e-07	8.213174e-07	7.653388e-07	1.426087e-06	7.789666e-09
1275          	4.438418e-07	8.163805e-07	7.608493e-07	1.416087e-06	7.736260e-09
1276          	4.409747e-07	8.114878e-07	7.563822e-07	1.406162e-06	7.683253e-09
1277          	4.381278e-07	8.066251e-07	7.519346e-07	1.396310e-06	7.630640e-09
1278          	4.353021e-07	8.017958e-07	7.475044e-07	1.386532e-06	7.578419e-09
1279          	4.324972e-07	7.969986e-07	7.430928e-07	1.376827e-06	7.526584e-09
1280          	4.297130e-07	7.922340e-07	7.387006e-07	1.367196e-06	7.475133e-09
1281          	4.269494e-07	7.875005e-07	7.343285e-07	1.357636e-06	7.424071e-09
1282          	4.242061e-07	7.827966e-07	7.299821e-07	1.348149e-06	7.373376e-09
1283          	4.214830e-07	7.781259e-07	7.256521e-07	1.338734e-06	7.323063e-09
1284          	4.187800e-07	7.734856e-07	7.213381e-07	1.329389e-06	7.273121e-09
1285          	4.160968e-07	7.688750e-07	7.170428e-07	1.320115e-06	7.223547e-09
1286          	4.134334e-07	7.642933e-07	7.127488e-07	1.310912e-06	7.174341e-09
1287          	4.107895e-07	7.597425e-07	7.085256e-07	1.301779e-06	7.125494e-09
1288          	4.081650e-07	7.552226e-07	7.043679e-07	1.292714e-06	7.077013e-09
1289          	4.055598e-07	7.507304e-07	7.002197e-07	1.283719e-06	7.028891e-09
1290          	4.029737e-07	7.462666e-07	6.960794e-07	1.274791e-06	6.981128e-09
