zone,x,skinfr,5percenterror
"theory 2, White 6-121",0.926,0.00290221,0.00014511
"theory 2, White 6-121",0.928,0.00290131,0.000145066
"theory 2, White 6-121",0.93,0.00290042,0.000145021
"theory 2, White 6-121",0.932,0.00289953,0.000144977
"theory 2, White 6-121",0.934,0.00289864,0.000144932
"theory 2, White 6-121",0.936,0.00289776,0.000144888
"theory 2, White 6-121",0.938,0.00289687,0.000144844
"theory 2, White 6-121",0.94,0.00289599,0.0001448
"theory 2, White 6-121",0.942,0.00289511,0.000144756
"theory 2, White 6-121",0.944,0.00289424,0.000144712
"theory 2, White 6-121",0.946,0.00289336,0.000144668
"theory 2, White 6-121",0.948,0.00289249,0.000144624
"theory 2, White 6-121",0.95,0.00289162,0.000144581
"theory 2, White 6-121",0.952,0.00289075,0.000144537
"theory 2, White 6-121",0.954,0.00288988,0.000144494
"theory 2, White 6-121",0.956,0.00288902,0.000144451
"theory 2, White 6-121",0.958,0.00288816,0.000144408
"theory 2, White 6-121",0.96,0.0028873,0.000144365
"theory 2, White 6-121",0.962,0.00288644,0.000144322
"theory 2, White 6-121",0.964,0.00288558,0.000144279
"theory 2, White 6-121",0.966,0.00288473,0.000144236
"theory 2, White 6-121",0.968,0.00288387,0.000144194
"theory 2, White 6-121",0.97,0.00288302,0.000144151
"theory 2, White 6-121",0.972,0.00288218,0.000144109
"theory 2, White 6-121",0.974,0.00288133,0.000144066
"theory 2, White 6-121",0.976,0.00288049,0.000144024
"theory 2, White 6-121",0.978,0.00287964,0.000143982
"theory 2, White 6-121",0.98,0.0028788,0.00014394
"theory 2, White 6-121",0.982,0.00287796,0.000143898
"theory 2, White 6-121",0.984,0.00287713,0.000143856
"theory 2, White 6-121",0.986,0.00287629,0.000143815
"theory 2, White 6-121",0.988,0.00287546,0.000143773
"theory 2, White 6-121",0.99,0.00287463,0.000143732
"theory 2, White 6-121",0.992,0.0028738,0.00014369
"theory 2, White 6-121",0.994,0.00287298,0.000143649
"theory 2, White 6-121",0.996,0.00287215,0.000143608
"theory 2, White 6-121",0.998,0.00287133,0.000143566
"theory 2, White 6-121",1.0,0.00287051,0.000143525
"theory 2, White 6-121",1.002,0.00286969,0.000143484
"theory 2, White 6-121",1.004,0.00286887,0.000143443
"theory 2, White 6-121",1.006,0.00286805,0.000143403
"theory 2, White 6-121",1.008,0.00286724,0.000143362
"theory 2, White 6-121",1.01,0.00286643,0.000143321
"theory 2, White 6-121",1.012,0.00286562,0.000143281
"theory 2, White 6-121",1.014,0.00286481,0.000143241
"theory 2, White 6-121",1.016,0.002864,0.0001432
"theory 2, White 6-121",1.018,0.0028632,0.00014316
"theory 2, White 6-121",1.02,0.0028624,0.00014312
"theory 2, White 6-121",1.022,0.0028616,0.00014308
"theory 2, White 6-121",1.024,0.0028608,0.00014304
"theory 2, White 6-121",1.026,0.00286,0.000143
"theory 2, White 6-121",1.028,0.0028592,0.00014296
"theory 2, White 6-121",1.03,0.00285841,0.000142921
"theory 2, White 6-121",1.032,0.00285762,0.000142881
"theory 2, White 6-121",1.034,0.00285683,0.000142841
"theory 2, White 6-121",1.036,0.00285604,0.000142802
"theory 2, White 6-121",1.038,0.00285525,0.000142763
"theory 2, White 6-121",1.04,0.00285447,0.000142723
"theory 2, White 6-121",1.042,0.00285368,0.000142684
"theory 2, White 6-121",1.044,0.0028529,0.000142645
"theory 2, White 6-121",1.046,0.00285212,0.000142606
"theory 2, White 6-121",1.048,0.00285134,0.000142567
"theory 2, White 6-121",1.05,0.00285057,0.000142528
"theory 2, White 6-121",1.052,0.00284979,0.00014249
"theory 2, White 6-121",1.054,0.00284902,0.000142451
"theory 2, White 6-121",1.056,0.00284825,0.000142412
"theory 2, White 6-121",1.058,0.00284748,0.000142374
"theory 2, White 6-121",1.06,0.00284671,0.000142336
"theory 2, White 6-121",1.062,0.00284594,0.000142297
"theory 2, White 6-121",1.064,0.00284518,0.000142259
"theory 2, White 6-121",1.066,0.00284442,0.000142221
"theory 2, White 6-121",1.068,0.00284365,0.000142183
"theory 2, White 6-121",1.07,0.00284289,0.000142145
"theory 2, White 6-121",1.072,0.00284214,0.000142107
"theory 2, White 6-121",1.074,0.00284138,0.000142069
"theory 2, White 6-121",1.076,0.00284062,0.000142031
"theory 2, White 6-121",1.078,0.00283987,0.000141994
"theory 2, White 6-121",1.08,0.00283912,0.000141956
"theory 2, White 6-121",1.082,0.00283837,0.000141918
"theory 2, White 6-121",1.084,0.00283762,0.000141881
"theory 2, White 6-121",1.086,0.00283687,0.000141844
"theory 2, White 6-121",1.088,0.00283613,0.000141806
"theory 2, White 6-121",1.09,0.00283538,0.000141769
"theory 2, White 6-121",1.092,0.00283464,0.000141732
"theory 2, White 6-121",1.094,0.0028339,0.000141695
"theory 2, White 6-121",1.096,0.00283316,0.000141658
"theory 2, White 6-121",1.098,0.00283242,0.000141621
"theory 2, White 6-121",1.1,0.00283169,0.000141584
"theory 2, White 6-121",1.102,0.00283095,0.000141548
"theory 2, White 6-121",1.104,0.00283022,0.000141511
"theory 2, White 6-121",1.106,0.00282949,0.000141474
"theory 2, White 6-121",1.108,0.00282876,0.000141438
"theory 2, White 6-121",1.11,0.00282803,0.000141401
"theory 2, White 6-121",1.112,0.0028273,0.000141365
"theory 2, White 6-121",1.114,0.00282657,0.000141329
"theory 2, White 6-121",1.116,0.00282585,0.000141293
"theory 2, White 6-121",1.118,0.00282513,0.000141256
"theory 2, White 6-121",1.12,0.00282441,0.00014122
"theory 2, White 6-121",1.122,0.00282369,0.000141184
"theory 2, White 6-121",1.124,0.00282297,0.000141148
"theory 2, White 6-121",1.126,0.00282225,0.000141113
"theory 2, White 6-121",1.128,0.00282154,0.000141077
"theory 2, White 6-121",1.13,0.00282082,0.000141041
"theory 2, White 6-121",1.132,0.00282011,0.000141005
"theory 2, White 6-121",1.134,0.0028194,0.00014097
"theory 2, White 6-121",1.136,0.00281869,0.000140934
"theory 2, White 6-121",1.138,0.00281798,0.000140899
"theory 2, White 6-121",1.14,0.00281727,0.000140864
"theory 2, White 6-121",1.142,0.00281657,0.000140828
"theory 2, White 6-121",1.144,0.00281586,0.000140793
"theory 2, White 6-121",1.146,0.00281516,0.000140758
"theory 2, White 6-121",1.148,0.00281446,0.000140723
"theory 2, White 6-121",1.15,0.00281376,0.000140688
"theory 2, White 6-121",1.152,0.00281306,0.000140653
"theory 2, White 6-121",1.154,0.00281237,0.000140618
"theory 2, White 6-121",1.156,0.00281167,0.000140583
"theory 2, White 6-121",1.158,0.00281098,0.000140549
"theory 2, White 6-121",1.16,0.00281028,0.000140514
"theory 2, White 6-121",1.162,0.00280959,0.00014048
"theory 2, White 6-121",1.164,0.0028089,0.000140445
"theory 2, White 6-121",1.166,0.00280821,0.000140411
"theory 2, White 6-121",1.168,0.00280752,0.000140376
"theory 2, White 6-121",1.17,0.00280684,0.000140342
"theory 2, White 6-121",1.172,0.00280615,0.000140308
"theory 2, White 6-121",1.174,0.00280547,0.000140274
"theory 2, White 6-121",1.176,0.00280479,0.000140239
"theory 2, White 6-121",1.178,0.00280411,0.000140205
"theory 2, White 6-121",1.18,0.00280343,0.000140171
"theory 2, White 6-121",1.182,0.00280275,0.000140137
"theory 2, White 6-121",1.184,0.00280207,0.000140104
"theory 2, White 6-121",1.186,0.0028014,0.00014007
"theory 2, White 6-121",1.188,0.00280072,0.000140036
"theory 2, White 6-121",1.19,0.00280005,0.000140003
"theory 2, White 6-121",1.192,0.00279938,0.000139969
"theory 2, White 6-121",1.194,0.00279871,0.000139935
"theory 2, White 6-121",1.196,0.00279804,0.000139902
"theory 2, White 6-121",1.198,0.00279737,0.000139869
"theory 2, White 6-121",1.2,0.00279671,0.000139835
"theory 2, White 6-121",1.202,0.00279604,0.000139802
"theory 2, White 6-121",1.204,0.00279538,0.000139769
"theory 2, White 6-121",1.206,0.00279471,0.000139736
"theory 2, White 6-121",1.208,0.00279405,0.000139703
"theory 2, White 6-121",1.21,0.00279339,0.00013967
"theory 2, White 6-121",1.212,0.00279273,0.000139637
"theory 2, White 6-121",1.214,0.00279207,0.000139604
"theory 2, White 6-121",1.216,0.00279142,0.000139571
"theory 2, White 6-121",1.218,0.00279076,0.000139538
"theory 2, White 6-121",1.22,0.00279011,0.000139505
"theory 2, White 6-121",1.222,0.00278946,0.000139473
"theory 2, White 6-121",1.224,0.0027888,0.00013944
"theory 2, White 6-121",1.226,0.00278815,0.000139408
"theory 2, White 6-121",1.228,0.0027875,0.000139375
"theory 2, White 6-121",1.23,0.00278686,0.000139343
"theory 2, White 6-121",1.232,0.00278621,0.000139311
"theory 2, White 6-121",1.234,0.00278556,0.000139278
"theory 2, White 6-121",1.236,0.00278492,0.000139246
"theory 2, White 6-121",1.238,0.00278428,0.000139214
"theory 2, White 6-121",1.24,0.00278363,0.000139182
"theory 2, White 6-121",1.242,0.00278299,0.00013915
"theory 2, White 6-121",1.244,0.00278235,0.000139118
"theory 2, White 6-121",1.246,0.00278172,0.000139086
"theory 2, White 6-121",1.248,0.00278108,0.000139054
"theory 2, White 6-121",1.25,0.00278044,0.000139022
"theory 2, White 6-121",1.252,0.00277981,0.00013899
"theory 2, White 6-121",1.254,0.00277917,0.000138959
"theory 2, White 6-121",1.256,0.00277854,0.000138927
"theory 2, White 6-121",1.258,0.00277791,0.000138895
"theory 2, White 6-121",1.26,0.00277728,0.000138864
"theory 2, White 6-121",1.262,0.00277665,0.000138833
"theory 2, White 6-121",1.264,0.00277602,0.000138801
"theory 2, White 6-121",1.266,0.0027754,0.00013877
"theory 2, White 6-121",1.268,0.00277477,0.000138738
"theory 2, White 6-121",1.27,0.00277414,0.000138707
"theory 2, White 6-121",1.272,0.00277352,0.000138676
"theory 2, White 6-121",1.274,0.0027729,0.000138645
"theory 2, White 6-121",1.276,0.00277228,0.000138614
"theory 2, White 6-121",1.278,0.00277166,0.000138583
"theory 2, White 6-121",1.28,0.00277104,0.000138552
"theory 2, White 6-121",1.282,0.00277042,0.000138521
"theory 2, White 6-121",1.284,0.0027698,0.00013849
"theory 2, White 6-121",1.286,0.00276919,0.000138459
"theory 2, White 6-121",1.288,0.00276857,0.000138429
"theory 2, White 6-121",1.29,0.00276796,0.000138398
"theory 2, White 6-121",1.292,0.00276735,0.000138367
"theory 2, White 6-121",1.294,0.00276673,0.000138337
"theory 2, White 6-121",1.296,0.00276612,0.000138306
"theory 2, White 6-121",1.298,0.00276552,0.000138276
"theory 2, White 6-121",1.3,0.00276491,0.000138245
"theory 2, White 6-121",1.302,0.0027643,0.000138215
"theory 2, White 6-121",1.304,0.00276369,0.000138185
"theory 2, White 6-121",1.306,0.00276309,0.000138154
"theory 2, White 6-121",1.308,0.00276248,0.000138124
"theory 2, White 6-121",1.31,0.00276188,0.000138094
"theory 2, White 6-121",1.312,0.00276128,0.000138064
"theory 2, White 6-121",1.314,0.00276068,0.000138034
"theory 2, White 6-121",1.316,0.00276008,0.000138004
"theory 2, White 6-121",1.318,0.00275948,0.000137974
"theory 2, White 6-121",1.32,0.00275888,0.000137944
"theory 2, White 6-121",1.322,0.00275829,0.000137914
"theory 2, White 6-121",1.324,0.00275769,0.000137885
"theory 2, White 6-121",1.326,0.0027571,0.000137855
"theory 2, White 6-121",1.328,0.0027565,0.000137825
"theory 2, White 6-121",1.33,0.00275591,0.000137796
"theory 2, White 6-121",1.332,0.00275532,0.000137766
"theory 2, White 6-121",1.334,0.00275473,0.000137736
"theory 2, White 6-121",1.336,0.00275414,0.000137707
"theory 2, White 6-121",1.338,0.00275355,0.000137678
"theory 2, White 6-121",1.34,0.00275296,0.000137648
"theory 2, White 6-121",1.342,0.00275238,0.000137619
"theory 2, White 6-121",1.344,0.00275179,0.00013759
"theory 2, White 6-121",1.346,0.00275121,0.00013756
"theory 2, White 6-121",1.348,0.00275062,0.000137531
"theory 2, White 6-121",1.35,0.00275004,0.000137502
"theory 2, White 6-121",1.352,0.00274946,0.000137473
"theory 2, White 6-121",1.354,0.00274888,0.000137444
"theory 2, White 6-121",1.356,0.0027483,0.000137415
"theory 2, White 6-121",1.358,0.00274772,0.000137386
"theory 2, White 6-121",1.36,0.00274714,0.000137357
"theory 2, White 6-121",1.362,0.00274657,0.000137328
"theory 2, White 6-121",1.364,0.00274599,0.000137299
"theory 2, White 6-121",1.366,0.00274542,0.000137271
"theory 2, White 6-121",1.368,0.00274484,0.000137242
"theory 2, White 6-121",1.37,0.00274427,0.000137213
"theory 2, White 6-121",1.372,0.0027437,0.000137185
"theory 2, White 6-121",1.374,0.00274313,0.000137156
"theory 2, White 6-121",1.376,0.00274256,0.000137128
"theory 2, White 6-121",1.378,0.00274199,0.000137099
"theory 2, White 6-121",1.38,0.00274142,0.000137071
"theory 2, White 6-121",1.382,0.00274085,0.000137043
"theory 2, White 6-121",1.384,0.00274029,0.000137014
"theory 2, White 6-121",1.386,0.00273972,0.000136986
"theory 2, White 6-121",1.388,0.00273916,0.000136958
"theory 2, White 6-121",1.39,0.00273859,0.00013693
"theory 2, White 6-121",1.392,0.00273803,0.000136901
"theory 2, White 6-121",1.394,0.00273747,0.000136873
"theory 2, White 6-121",1.396,0.00273691,0.000136845
"theory 2, White 6-121",1.398,0.00273635,0.000136817
"theory 2, White 6-121",1.4,0.00273579,0.000136789
"theory 2, White 6-121",1.402,0.00273523,0.000136762
"theory 2, White 6-121",1.404,0.00273467,0.000136734
"theory 2, White 6-121",1.406,0.00273412,0.000136706
"theory 2, White 6-121",1.408,0.00273356,0.000136678
"theory 2, White 6-121",1.41,0.00273301,0.00013665
"theory 2, White 6-121",1.412,0.00273246,0.000136623
"theory 2, White 6-121",1.414,0.0027319,0.000136595
"theory 2, White 6-121",1.416,0.00273135,0.000136568
"theory 2, White 6-121",1.418,0.0027308,0.00013654
"theory 2, White 6-121",1.42,0.00273025,0.000136513
"theory 2, White 6-121",1.422,0.0027297,0.000136485
"theory 2, White 6-121",1.424,0.00272915,0.000136458
"theory 2, White 6-121",1.426,0.00272861,0.00013643
"theory 2, White 6-121",1.428,0.00272806,0.000136403
"theory 2, White 6-121",1.43,0.00272752,0.000136376
"theory 2, White 6-121",1.432,0.00272697,0.000136349
"theory 2, White 6-121",1.434,0.00272643,0.000136321
"theory 2, White 6-121",1.436,0.00272588,0.000136294
"theory 2, White 6-121",1.438,0.00272534,0.000136267
"theory 2, White 6-121",1.44,0.0027248,0.00013624
"theory 2, White 6-121",1.442,0.00272426,0.000136213
"theory 2, White 6-121",1.444,0.00272372,0.000136186
"theory 2, White 6-121",1.446,0.00272318,0.000136159
"theory 2, White 6-121",1.448,0.00272265,0.000136132
"theory 2, White 6-121",1.45,0.00272211,0.000136105
"theory 2, White 6-121",1.452,0.00272157,0.000136079
"theory 2, White 6-121",1.454,0.00272104,0.000136052
"theory 2, White 6-121",1.456,0.0027205,0.000136025
"theory 2, White 6-121",1.458,0.00271997,0.000135998
"theory 2, White 6-121",1.46,0.00271944,0.000135972
"theory 2, White 6-121",1.462,0.00271891,0.000135945
"theory 2, White 6-121",1.464,0.00271837,0.000135919
"theory 2, White 6-121",1.466,0.00271784,0.000135892
"theory 2, White 6-121",1.468,0.00271732,0.000135866
"theory 2, White 6-121",1.47,0.00271679,0.000135839
"theory 2, White 6-121",1.472,0.00271626,0.000135813
"theory 2, White 6-121",1.474,0.00271573,0.000135787
"theory 2, White 6-121",1.476,0.00271521,0.00013576
"theory 2, White 6-121",1.478,0.00271468,0.000135734
"theory 2, White 6-121",1.48,0.00271416,0.000135708
"theory 2, White 6-121",1.482,0.00271363,0.000135682
"theory 2, White 6-121",1.484,0.00271311,0.000135656
"theory 2, White 6-121",1.486,0.00271259,0.000135629
"theory 2, White 6-121",1.488,0.00271207,0.000135603
"theory 2, White 6-121",1.49,0.00271155,0.000135577
"theory 2, White 6-121",1.492,0.00271103,0.000135551
"theory 2, White 6-121",1.494,0.00271051,0.000135525
"theory 2, White 6-121",1.496,0.00270999,0.0001355
"theory 2, White 6-121",1.498,0.00270947,0.000135474
"theory 2, White 6-121",1.5,0.00270896,0.000135448
"theory 2, White 6-121",1.502,0.00270844,0.000135422
"theory 2, White 6-121",1.504,0.00270793,0.000135396
"theory 2, White 6-121",1.506,0.00270741,0.000135371
"theory 2, White 6-121",1.508,0.0027069,0.000135345
"theory 2, White 6-121",1.51,0.00270639,0.000135319
"theory 2, White 6-121",1.512,0.00270587,0.000135294
"theory 2, White 6-121",1.514,0.00270536,0.000135268
"theory 2, White 6-121",1.516,0.00270485,0.000135243
"theory 2, White 6-121",1.518,0.00270434,0.000135217
"theory 2, White 6-121",1.52,0.00270384,0.000135192
"theory 2, White 6-121",1.522,0.00270333,0.000135166
"theory 2, White 6-121",1.524,0.00270282,0.000135141
"theory 2, White 6-121",1.526,0.00270231,0.000135116
"theory 2, White 6-121",1.528,0.00270181,0.00013509
"theory 2, White 6-121",1.53,0.0027013,0.000135065
"theory 2, White 6-121",1.532,0.0027008,0.00013504
"theory 2, White 6-121",1.534,0.0027003,0.000135015
"theory 2, White 6-121",1.536,0.00269979,0.00013499
"theory 2, White 6-121",1.538,0.00269929,0.000134965
"theory 2, White 6-121",1.54,0.00269879,0.00013494
"theory 2, White 6-121",1.542,0.00269829,0.000134915
"theory 2, White 6-121",1.544,0.00269779,0.00013489
"theory 2, White 6-121",1.546,0.00269729,0.000134865
"theory 2, White 6-121",1.548,0.00269679,0.00013484
"theory 2, White 6-121",1.55,0.0026963,0.000134815
"theory 2, White 6-121",1.552,0.0026958,0.00013479
"theory 2, White 6-121",1.554,0.0026953,0.000134765
"theory 2, White 6-121",1.556,0.00269481,0.00013474
"theory 2, White 6-121",1.558,0.00269431,0.000134716
"theory 2, White 6-121",1.56,0.00269382,0.000134691
"theory 2, White 6-121",1.562,0.00269333,0.000134666
"theory 2, White 6-121",1.564,0.00269284,0.000134642
"theory 2, White 6-121",1.566,0.00269234,0.000134617
"theory 2, White 6-121",1.568,0.00269185,0.000134593
"theory 2, White 6-121",1.57,0.00269136,0.000134568
"theory 2, White 6-121",1.572,0.00269087,0.000134544
"theory 2, White 6-121",1.574,0.00269038,0.000134519
"theory 2, White 6-121",1.576,0.0026899,0.000134495
"theory 2, White 6-121",1.578,0.00268941,0.00013447
"theory 2, White 6-121",1.58,0.00268892,0.000134446
"theory 2, White 6-121",1.582,0.00268844,0.000134422
"theory 2, White 6-121",1.584,0.00268795,0.000134398
"theory 2, White 6-121",1.586,0.00268747,0.000134373
"theory 2, White 6-121",1.588,0.00268698,0.000134349
"theory 2, White 6-121",1.59,0.0026865,0.000134325
"theory 2, White 6-121",1.592,0.00268602,0.000134301
"theory 2, White 6-121",1.594,0.00268554,0.000134277
"theory 2, White 6-121",1.596,0.00268506,0.000134253
"theory 2, White 6-121",1.598,0.00268457,0.000134229
"theory 2, White 6-121",1.6,0.0026841,0.000134205
"theory 2, White 6-121",1.602,0.00268362,0.000134181
"theory 2, White 6-121",1.604,0.00268314,0.000134157
"theory 2, White 6-121",1.606,0.00268266,0.000134133
"theory 2, White 6-121",1.608,0.00268218,0.000134109
"theory 2, White 6-121",1.61,0.00268171,0.000134085
"theory 2, White 6-121",1.612,0.00268123,0.000134062
"theory 2, White 6-121",1.614,0.00268076,0.000134038
"theory 2, White 6-121",1.616,0.00268028,0.000134014
"theory 2, White 6-121",1.618,0.00267981,0.00013399
"theory 2, White 6-121",1.62,0.00267934,0.000133967
"theory 2, White 6-121",1.622,0.00267886,0.000133943
"theory 2, White 6-121",1.624,0.00267839,0.00013392
"theory 2, White 6-121",1.626,0.00267792,0.000133896
"theory 2, White 6-121",1.628,0.00267745,0.000133873
"theory 2, White 6-121",1.63,0.00267698,0.000133849
"theory 2, White 6-121",1.632,0.00267651,0.000133826
"theory 2, White 6-121",1.634,0.00267604,0.000133802
"theory 2, White 6-121",1.636,0.00267558,0.000133779
"theory 2, White 6-121",1.638,0.00267511,0.000133755
"theory 2, White 6-121",1.64,0.00267464,0.000133732
"theory 2, White 6-121",1.642,0.00267418,0.000133709
"theory 2, White 6-121",1.644,0.00267371,0.000133686
"theory 2, White 6-121",1.646,0.00267325,0.000133662
"theory 2, White 6-121",1.648,0.00267278,0.000133639
"theory 2, White 6-121",1.65,0.00267232,0.000133616
"theory 2, White 6-121",1.652,0.00267186,0.000133593
"theory 2, White 6-121",1.654,0.0026714,0.00013357
"theory 2, White 6-121",1.656,0.00267094,0.000133547
"theory 2, White 6-121",1.658,0.00267048,0.000133524
"theory 2, White 6-121",1.66,0.00267002,0.000133501
"theory 2, White 6-121",1.662,0.00266956,0.000133478
"theory 2, White 6-121",1.664,0.0026691,0.000133455
"theory 2, White 6-121",1.666,0.00266864,0.000133432
"theory 2, White 6-121",1.668,0.00266818,0.000133409
"theory 2, White 6-121",1.67,0.00266773,0.000133386
"theory 2, White 6-121",1.672,0.00266727,0.000133363
"theory 2, White 6-121",1.674,0.00266681,0.000133341
"theory 2, White 6-121",1.676,0.00266636,0.000133318
"theory 2, White 6-121",1.678,0.00266591,0.000133295
"theory 2, White 6-121",1.68,0.00266545,0.000133273
"theory 2, White 6-121",1.682,0.002665,0.00013325
"theory 2, White 6-121",1.684,0.00266455,0.000133227
"theory 2, White 6-121",1.686,0.00266409,0.000133205
"theory 2, White 6-121",1.688,0.00266364,0.000133182
"theory 2, White 6-121",1.69,0.00266319,0.00013316
"theory 2, White 6-121",1.692,0.00266274,0.000133137
"theory 2, White 6-121",1.694,0.00266229,0.000133115
"theory 2, White 6-121",1.696,0.00266184,0.000133092
"theory 2, White 6-121",1.698,0.0026614,0.00013307
"theory 2, White 6-121",1.7,0.00266095,0.000133047
"theory 2, White 6-121",1.702,0.0026605,0.000133025
"theory 2, White 6-121",1.704,0.00266006,0.000133003
"theory 2, White 6-121",1.706,0.00265961,0.000132981
"theory 2, White 6-121",1.708,0.00265916,0.000132958
"theory 2, White 6-121",1.71,0.00265872,0.000132936
"theory 2, White 6-121",1.712,0.00265828,0.000132914
"theory 2, White 6-121",1.714,0.00265783,0.000132892
"theory 2, White 6-121",1.716,0.00265739,0.00013287
"theory 2, White 6-121",1.718,0.00265695,0.000132847
"theory 2, White 6-121",1.72,0.00265651,0.000132825
"theory 2, White 6-121",1.722,0.00265607,0.000132803
"theory 2, White 6-121",1.724,0.00265563,0.000132781
"theory 2, White 6-121",1.726,0.00265519,0.000132759
"theory 2, White 6-121",1.728,0.00265475,0.000132737
"theory 2, White 6-121",1.73,0.00265431,0.000132715
"theory 2, White 6-121",1.732,0.00265387,0.000132693
"theory 2, White 6-121",1.734,0.00265343,0.000132672
"theory 2, White 6-121",1.736,0.00265299,0.00013265
"theory 2, White 6-121",1.738,0.00265256,0.000132628
"theory 2, White 6-121",1.74,0.00265212,0.000132606
"theory 2, White 6-121",1.742,0.00265169,0.000132584
"theory 2, White 6-121",1.744,0.00265125,0.000132563
"theory 2, White 6-121",1.746,0.00265082,0.000132541
"theory 2, White 6-121",1.748,0.00265039,0.000132519
"theory 2, White 6-121",1.75,0.00264995,0.000132498
"theory 2, White 6-121",1.752,0.00264952,0.000132476
"theory 2, White 6-121",1.754,0.00264909,0.000132454
"theory 2, White 6-121",1.756,0.00264866,0.000132433
"theory 2, White 6-121",1.758,0.00264823,0.000132411
"theory 2, White 6-121",1.76,0.0026478,0.00013239
"theory 2, White 6-121",1.762,0.00264737,0.000132368
"theory 2, White 6-121",1.764,0.00264694,0.000132347
"theory 2, White 6-121",1.766,0.00264651,0.000132325
"theory 2, White 6-121",1.768,0.00264608,0.000132304
"theory 2, White 6-121",1.77,0.00264565,0.000132283
"theory 2, White 6-121",1.772,0.00264523,0.000132261
"theory 2, White 6-121",1.774,0.0026448,0.00013224
"theory 2, White 6-121",1.776,0.00264438,0.000132219
"theory 2, White 6-121",1.778,0.00264395,0.000132198
"theory 2, White 6-121",1.78,0.00264353,0.000132176
"theory 2, White 6-121",1.782,0.0026431,0.000132155
"theory 2, White 6-121",1.784,0.00264268,0.000132134
"theory 2, White 6-121",1.786,0.00264225,0.000132113
"theory 2, White 6-121",1.788,0.00264183,0.000132092
"theory 2, White 6-121",1.79,0.00264141,0.000132071
"theory 2, White 6-121",1.792,0.00264099,0.000132049
"theory 2, White 6-121",1.794,0.00264057,0.000132028
"theory 2, White 6-121",1.796,0.00264015,0.000132007
"theory 2, White 6-121",1.798,0.00263973,0.000131986
"theory 2, White 6-121",1.8,0.00263931,0.000131965
"theory 2, White 6-121",1.802,0.00263889,0.000131945
"theory 2, White 6-121",1.804,0.00263847,0.000131924
"theory 2, White 6-121",1.806,0.00263805,0.000131903
"theory 2, White 6-121",1.808,0.00263764,0.000131882
"theory 2, White 6-121",1.81,0.00263722,0.000131861
"theory 2, White 6-121",1.812,0.00263681,0.00013184
"theory 2, White 6-121",1.814,0.00263639,0.000131819
"theory 2, White 6-121",1.816,0.00263597,0.000131799
"theory 2, White 6-121",1.818,0.00263556,0.000131778
"theory 2, White 6-121",1.82,0.00263515,0.000131757
"theory 2, White 6-121",1.822,0.00263473,0.000131737
"theory 2, White 6-121",1.824,0.00263432,0.000131716
"theory 2, White 6-121",1.826,0.00263391,0.000131695
"theory 2, White 6-121",1.828,0.0026335,0.000131675
"theory 2, White 6-121",1.83,0.00263308,0.000131654
"theory 2, White 6-121",1.832,0.00263267,0.000131634
"theory 2, White 6-121",1.834,0.00263226,0.000131613
"theory 2, White 6-121",1.836,0.00263185,0.000131593
"theory 2, White 6-121",1.838,0.00263144,0.000131572
"theory 2, White 6-121",1.84,0.00263103,0.000131552
"theory 2, White 6-121",1.842,0.00263063,0.000131531
"theory 2, White 6-121",1.844,0.00263022,0.000131511
"theory 2, White 6-121",1.846,0.00262981,0.000131491
"theory 2, White 6-121",1.848,0.0026294,0.00013147
"theory 2, White 6-121",1.85,0.002629,0.00013145
"theory 2, White 6-121",1.852,0.00262859,0.00013143
"theory 2, White 6-121",1.854,0.00262819,0.000131409
"theory 2, White 6-121",1.856,0.00262778,0.000131389
"theory 2, White 6-121",1.858,0.00262738,0.000131369
"theory 2, White 6-121",1.86,0.00262697,0.000131349
"theory 2, White 6-121",1.862,0.00262657,0.000131329
"theory 2, White 6-121",1.864,0.00262617,0.000131308
"theory 2, White 6-121",1.866,0.00262577,0.000131288
"theory 2, White 6-121",1.868,0.00262536,0.000131268
"theory 2, White 6-121",1.87,0.00262496,0.000131248
"theory 2, White 6-121",1.872,0.00262456,0.000131228
"theory 2, White 6-121",1.874,0.00262416,0.000131208
"theory 2, White 6-121",1.876,0.00262376,0.000131188
"theory 2, White 6-121",1.878,0.00262336,0.000131168
"theory 2, White 6-121",1.88,0.00262296,0.000131148
"theory 2, White 6-121",1.882,0.00262257,0.000131128
"theory 2, White 6-121",1.884,0.00262217,0.000131108
"theory 2, White 6-121",1.886,0.00262177,0.000131089
"theory 2, White 6-121",1.888,0.00262137,0.000131069
"theory 2, White 6-121",1.89,0.00262098,0.000131049
"theory 2, White 6-121",1.892,0.00262058,0.000131029
"theory 2, White 6-121",1.894,0.00262019,0.000131009
"theory 2, White 6-121",1.896,0.00261979,0.00013099
"theory 2, White 6-121",1.898,0.0026194,0.00013097
"theory 2, White 6-121",1.9,0.002619,0.00013095
"theory 2, White 6-121",1.902,0.00261861,0.00013093
"theory 2, White 6-121",1.904,0.00261821,0.000130911
"theory 2, White 6-121",1.906,0.00261782,0.000130891
"theory 2, White 6-121",1.908,0.00261743,0.000130871
"theory 2, White 6-121",1.91,0.00261704,0.000130852
"theory 2, White 6-121",1.912,0.00261665,0.000130832
"theory 2, White 6-121",1.914,0.00261626,0.000130813
"theory 2, White 6-121",1.916,0.00261587,0.000130793
"theory 2, White 6-121",1.918,0.00261548,0.000130774
"theory 2, White 6-121",1.92,0.00261509,0.000130754
"theory 2, White 6-121",1.922,0.0026147,0.000130735
