X,Y,Z,Cf,Cfx,Cfy,Cfz,Ds,Theta,Pixels/in
-4.6193,-2.5001,2.21652,0.00602,0.0043,-0.0035,0.0023,20.53,63.68,115.68
-4.6143,5.8776,0.41213,0.0051,0.0039,0.0033,-0.0002,18.06,52.63,129.12
-4.6077,0.3276,2.86654,0.0029,0.002,0.0007,0.002,7.89,63.05,106.47
-4.6041,6.2931,0.25584,0.00475,0.0038,0.0029,-0.0001,16.96,45.74,135.91
-4.5921,2.0923,2.42167,0.00542,0.0039,0.0031,0.0023,16.81,63.62,105.55
-4.5907,5.1884,0.74761,0.00644,0.0052,0.0037,0.0006,21.29,56.7,117.14
-4.5894,0.7165,2.84528,0.00345,0.0023,0.0015,0.0022,12.03,63.15,119.16
-4.5728,0.0834,2.91969,0.00309,0.0021,0.0003,0.0022,8.55,62.95,94.64
-4.5626,-4.7041,1.02087,0.00644,0.0051,-0.0039,0.0006,21.02,57.74,115.26
-4.5416,3.9767,1.46292,0.00697,0.0052,0.0046,0.0006,21.55,61.77,106.41
-4.521,-2.7163,2.19639,0.00598,0.0046,-0.0033,0.0021,19.97,62.87,114.29
-4.5006,0.1394,2.99185,0.00269,0.0019,0.0004,0.0019,7.06,62.76,103.09
-4.4905,3.8657,1.56608,0.00695,0.0057,0.0037,0.0015,18.56,63.0,104.3
-4.4883,10.1997,0.0941,0.0183,0.0173,0.0058,0.0001,13.32,31.55,70.74
-4.4815,-3.5624,1.75083,0.00726,0.0058,-0.0037,0.0024,22.56,63.62,105.46
-4.48,9.8919,0.0931,0.0156,0.0149,0.0046,0.0001,11.44,31.14,71.27
-4.4786,7.4218,0.02004,0.00387,0.0034,0.0019,0.0,12.13,33.78,145.79
-4.4734,-2.3561,2.41494,0.00602,0.0045,-0.003,0.0027,20.54,63.74,115.65
-4.464,-6.1577,0.34296,0.00532,0.0042,-0.0033,-0.0001,15.85,47.73,128.62
-4.461,-3.5672,1.76382,0.00794,0.0061,-0.0046,0.002,24.8,63.64,105.97
-4.4593,-2.3683,2.4223,0.00618,0.0045,-0.0032,0.0027,20.85,63.76,114.42
-4.4549,5.6732,0.56045,0.00591,0.0044,0.0039,-0.0003,20.41,54.34,124.24
-4.4304,-11.1676,0.0607,0.0161,0.015,-0.0058,0.0001,13.62,12.35,87.44
-4.4295,13.468,0.1006,0.015,0.0148,0.0029,0.0001,11.03,35.88,69.74
-4.4113,5.599,0.61456,0.00706,0.0054,0.0046,-0.0003,20.98,55.02,122.07
-4.4039,9.544,0.0924,0.0157,0.0149,0.0051,0.0001,11.51,30.71,71.37
-4.4015,1.1288,2.94553,0.00462,0.0031,0.0023,0.0025,15.62,63.08,115.45
-4.3884,3.1986,2.03325,0.00778,0.0061,0.0041,0.0026,23.64,63.58,103.15
-4.3881,4.3913,1.30506,0.00688,0.0056,0.0039,0.0011,21.92,62.14,109.39
-4.388,2.6236,2.36087,0.00699,0.0051,0.0044,0.0019,21.78,63.32,106.04
-4.3725,0.5086,3.09482,0.00328,0.0022,0.0008,0.0023,10.68,62.49,111.8
-4.3718,-10.4731,0.0593,0.014,0.0135,-0.0038,0.0,11.77,11.82,86.93
-4.3599,13.882,0.1012,0.0147,0.0143,0.0031,0.0,10.74,36.42,69.45
-4.3516,2.4537,2.48114,0.00677,0.0049,0.0037,0.0028,20.93,64.14,104.91
-4.3499,-10.8393,0.0601,0.0162,0.0158,-0.0036,0.0001,13.64,12.18,87.19
-4.3453,5.4827,0.70029,0.00592,0.0049,0.0034,0.0002,17.58,54.75,122.25
-4.3419,11.3917,0.1008,0.0149,0.0148,0.002,0.0,15.73,26.27,87.25
-4.3255,-6.4115,0.28233,0.00489,0.004,-0.0028,0.0,17.45,48.26,133.68
-4.323,2.0321,2.70198,0.00622,0.0045,0.0033,0.0028,19.46,63.68,106.45
-4.2991,-1.2621,3.0124,0.00402,0.0028,-0.0016,0.0024,15.65,62.49,133.45
-4.2984,0.5166,3.17083,0.00352,0.0024,0.0009,0.0024,10.04,62.29,112.27
-4.2966,6.8424,0.15132,0.00435,0.0037,0.0024,0.0,13.58,42.03,138.93
-4.2952,4.1634,1.50662,0.00778,0.0064,0.0043,0.0014,24.31,62.39,106.84
-4.2855,14.6426,0.1019,0.0153,0.0147,0.0042,0.0,11.18,37.36,68.99
-4.2822,7.297,0.05349,0.00373,0.0033,0.0017,0.0001,13.72,37.94,146.26
-4.2587,-5.0065,1.01345,0.00658,0.0054,-0.0038,0.0007,21.33,57.73,114.38
-4.2451,0.0959,3.26105,0.00314,0.0022,0.0005,0.0022,8.35,62.04,104.71
-4.2439,4.777,1.15667,0.00699,0.0057,0.004,0.0008,22.63,60.63,112.17
-4.2347,0.3831,3.25028,0.00367,0.0025,0.0008,0.0026,10.2,62.1,109.59
-4.2337,14.9944,0.1024,0.014,0.0134,0.004,0.0,10.19,37.79,68.58
-4.2301,6.0413,0.4634,0.00604,0.0049,0.0035,0.0,21.15,51.69,128.11
-4.193,5.994,0.49764,0.00534,0.0045,0.0029,0.0001,18.98,52.35,129.9
-4.192,-2.151,2.77187,0.00696,0.0052,-0.0028,0.0036,23.58,63.71,114.97
-4.1868,5.9257,0.5322,0.00581,0.0047,0.0034,-0.0001,17.64,52.28,127.0
-4.1693,-1.6643,3.00646,0.00506,0.0037,-0.0022,0.0026,18.87,62.42,128.0
-4.1499,-2.1128,2.829,0.00665,0.005,-0.0029,0.0033,23.13,63.54,118.21
-4.148,2.8793,2.4187,0.00722,0.0057,0.0035,0.0028,22.09,63.74,104.04
-4.1455,7.7605,0.00775,0.00396,0.0035,0.0018,0.0,12.32,28.66,148.07
-4.1095,13.6841,0.1048,0.013,0.0129,0.0019,0.0,13.58,28.88,85.35
-4.1054,3.5908,2.01498,0.00868,0.0069,0.005,0.0016,26.79,63.5,104.78
-4.0938,-3.4842,2.0963,0.00806,0.0065,-0.0044,0.0018,25.37,63.03,107.56
-4.0908,6.766,0.21462,0.00465,0.0039,0.0025,0.0,16.95,45.92,138.72
-4.0848,13.0782,0.1038,0.0146,0.0146,0.0009,0.0,14.95,28.15,83.89
-4.0827,-5.4302,0.83979,0.00646,0.0056,-0.0031,0.0006,21.15,55.82,116.96
-4.0801,13.4175,0.1044,0.0132,0.0128,0.0031,0.0,13.6,28.56,84.51
-4.0769,5.8808,0.59337,0.00602,0.0047,0.0037,-0.0002,21.07,54.99,125.76
-4.0761,-7.7987,0.00753,0.00368,0.0034,-0.0015,0.0,11.57,27.05,150.88
-4.0707,4.495,1.43567,0.00793,0.0067,0.0041,0.0015,24.96,61.15,108.52
-4.0637,0.7478,3.38234,0.00402,0.0028,0.0014,0.0025,13.77,61.97,117.82
-4.0588,5.17,1.00904,0.00655,0.0055,0.0035,0.0004,22.36,59.0,119.52
-4.042,-5.971,0.55923,0.00603,0.0051,-0.0032,0.0002,17.63,53.53,121.5
-3.9999,-1.9593,3.03967,0.00669,0.0049,-0.0032,0.0032,23.67,63.24,120.43
-3.9801,-3.2882,2.31136,0.00729,0.0057,-0.004,0.0021,23.75,63.06,111.38
-3.9756,-5.2025,1.02716,0.00699,0.0059,-0.0037,0.0004,19.35,57.35,112.27
-3.9755,-5.8147,0.66517,0.00668,0.0058,-0.0033,0.0004,19.14,53.18,119.35
-3.9743,12.3183,0.1026,0.0155,0.0154,0.0016,0.0,15.34,27.11,81.49
-3.9725,-1.0183,3.40825,0.00453,0.0032,-0.0014,0.0029,17.2,62.16,130.04
-3.9723,-7.9897,0.00244,0.0036,0.0034,-0.0013,0.0,11.38,27.34,151.21
-3.9661,-1.9576,3.07244,0.0067,0.005,-0.003,0.0033,23.99,63.11,121.83
-3.9524,-0.5298,3.52784,0.00401,0.0028,-0.0008,0.0028,14.77,61.22,126.85
-3.946,6.3564,0.40718,0.00572,0.005,0.0028,0.0002,20.59,51.89,131.63
-3.9456,11.9893,0.1021,0.015,0.015,-0.0003,0.0,14.56,26.57,80.08
-3.9283,-0.1241,3.58779,0.00372,0.0026,-0.0001,0.0027,11.45,61.05,106.21
-3.9264,-3.8728,1.94898,0.00843,0.0071,-0.0042,0.002,26.2,62.26,106.65
-3.9168,5.5905,0.81518,0.00645,0.0055,0.0034,0.0002,22.59,57.24,124.01
-3.8964,12.1146,0.102,0.0159,0.0155,0.0035,0.0001,11.57,34.4,69.77
-3.8608,11.7398,0.1014,0.0169,0.0151,0.0076,0.0001,12.09,33.82,68.82
-3.8542,4.9,1.28656,0.00828,0.0071,0.0042,0.0008,27.63,61.37,114.76
-3.8463,12.7353,0.1024,0.0159,0.0155,0.0035,0.0001,11.64,35.19,69.69
-3.8354,0.9698,3.55845,0.00522,0.0036,0.0022,0.003,18.49,60.99,122.45
-3.827,12.4789,0.1024,0.0158,0.0152,0.0042,0.0001,11.49,34.88,69.6
-3.8205,-4.2774,1.74017,0.00827,0.0071,-0.0038,0.002,26.04,62.43,107.9
-3.7973,-1.7834,3.31016,0.00625,0.0046,-0.0029,0.0031,22.98,62.36,125.68
-3.7892,6.8578,0.24353,0.00526,0.0047,0.0024,0.0,19.23,44.92,139.53
-3.7678,-4.3965,1.6923,0.00825,0.0071,-0.0037,0.002,22.23,61.17,106.5
-3.7381,-1.7583,3.37712,0.00667,0.005,-0.0029,0.0034,24.23,62.26,124.36
-3.7001,-3.4965,2.37727,0.00958,0.008,-0.0047,0.0025,29.58,63.91,104.58
-3.6946,7.516,0.06939,0.00417,0.0038,0.0017,0.0,13.25,37.85,144.67
-3.6906,6.6934,0.32854,0.00576,0.0051,0.0028,-0.0001,21.1,48.46,136.69
-3.6878,8.1507,0.00157,0.00493,0.0046,0.0018,0.0,15.41,29.03,148.72
-3.6814,7.3835,0.09894,0.00401,0.0035,0.002,-0.0001,15.03,42.38,145.63
-3.6736,-4.5986,1.60048,0.0089,0.0079,-0.0039,0.0015,27.82,61.5,107.87
-3.6583,-7.9489,0.01045,0.0037,0.0035,-0.0011,0.0,11.88,32.35,150.24
-3.6286,-0.1119,3.89217,0.00434,0.0031,0.0001,0.0031,13.51,59.2,108.9
-3.6237,7.6544,0.04893,0.00405,0.0038,0.0014,0.0001,15.11,38.01,148.6
-3.6061,-0.4252,3.88925,0.00368,0.0026,-0.0007,0.0025,12.27,59.16,133.42
-3.6,0.5215,3.88476,0.00464,0.0033,0.0012,0.0031,16.69,59.64,125.21
-3.5824,5.2731,1.16495,0.00806,0.0071,0.0038,0.0007,27.41,59.86,118.07
-3.5811,-3.098,2.75151,0.00951,0.0079,-0.0046,0.0028,30.05,63.87,107.08
-3.5723,5.1646,1.24434,0.00742,0.0063,0.0039,0.0003,22.15,60.6,118.45
-3.5665,-7.2168,0.1597,0.00543,0.0049,-0.0024,0.0,19.31,41.79,138.14
-3.5432,1.7751,3.55214,0.00726,0.0054,0.0035,0.0034,21.24,61.26,115.94
-3.5142,7.5201,0.0857,0.00465,0.0043,0.0018,0.0,17.07,36.76,146.62
-3.4768,-0.8348,3.94461,0.00433,0.0031,-0.0009,0.0028,14.64,58.79,135.85
-3.4715,-0.8015,3.95797,0.00436,0.0032,-0.0009,0.0029,16.88,58.94,135.65
-3.4652,-2.7973,3.0455,0.00957,0.0078,-0.0039,0.004,31.42,63.24,111.73
-3.4587,-0.7556,3.98136,0.00422,0.0031,-0.0009,0.0028,16.72,58.79,138.88
-3.4568,1.0643,3.90375,0.00582,0.0042,0.002,0.0035,21.34,59.42,127.71
-3.449,0.3221,4.05484,0.00443,0.0032,0.0007,0.003,15.09,58.02,120.09
-3.4389,-2.7805,3.07803,0.00953,0.0077,-0.004,0.0039,31.42,63.09,112.31
-3.414,4.7199,1.65185,0.00837,0.0074,0.0037,0.0012,28.93,62.84,118.16
-3.4093,-0.5223,4.0731,0.00449,0.0032,-0.0007,0.003,17.05,58.28,133.14
-3.3972,-0.0248,4.12496,0.00503,0.0036,0.0002,0.0035,15.91,58.09,111.05
-3.3872,-2.8119,3.10126,0.00892,0.0073,-0.0035,0.0038,30.17,62.09,116.22
-3.3793,-4.816,1.59739,0.00933,0.0083,-0.004,0.0014,25.13,61.26,106.71
-3.3745,-7.0232,0.25823,0.00585,0.0052,-0.0027,-0.0001,20.77,45.57,134.91
-3.3705,-4.0829,2.17797,0.01015,0.009,-0.0041,0.0022,27.31,62.18,105.96
-3.3641,1.4767,3.84613,0.00691,0.005,0.0036,0.0031,25.51,59.45,128.48
-3.3607,-0.1686,4.15241,0.00439,0.0032,-0.0002,0.0031,13.24,57.47,121.85
-3.3391,1.6291,3.80444,0.00705,0.0052,0.0034,0.0033,21.38,59.96,121.13
-3.3181,-2.4934,3.3579,0.00882,0.0071,-0.0033,0.004,29.95,62.34,116.16
-3.3044,10.3158,0.0992,0.0166,0.0154,0.0063,0.0001,11.96,32.24,69.67
-3.282,-8.1626,0.00776,0.00369,0.0036,-0.0009,0.0,11.61,26.98,150.84
-3.2739,-1.1953,4.04031,0.00521,0.0039,-0.0019,0.0029,21.16,57.64,143.61
-3.2687,-0.9699,4.10861,0.00542,0.004,-0.0018,0.0032,21.86,58.25,141.66
-3.2501,-8.773,0.0619,0.0167,0.0144,-0.0085,0.0001,13.82,12.71,85.33
-3.2469,-0.3309,4.24919,0.00492,0.0036,-0.0007,0.0033,18.8,57.77,134.36
-3.2397,0.1106,4.27242,0.00539,0.0039,0.0004,0.0037,17.59,56.36,115.8
-3.2394,9.983,0.0985,0.017,0.0169,0.0024,0.0001,12.41,31.75,70.62
-3.2332,1.741,3.85061,0.0072,0.0053,0.0039,0.003,25.93,59.77,125.58
-3.2291,-6.0841,0.77422,0.00723,0.0066,-0.0029,0.0003,24.45,55.92,120.72
-3.2173,-0.3036,4.27981,0.00482,0.0035,-0.0008,0.0032,18.42,56.39,135.59
-3.2152,-0.4293,4.27001,0.00446,0.0032,-0.0009,0.003,17.58,56.42,139.98
-3.1968,10.4038,0.1008,0.0178,0.0178,0.0007,0.0,15.91,23.9,74.49
-3.1919,-9.6225,0.0634,0.0162,0.0157,-0.0041,0.0001,13.43,13.09,85.4
-3.1835,-9.2311,0.0629,0.0165,0.0157,-0.0051,0.0001,13.61,13.01,85.34
-3.1762,-12.8857,0.0691,0.014,0.014,-0.0008,0.0001,11.87,15.98,86.99
-3.174,-1.6695,3.93531,0.00671,0.0051,-0.0026,0.0035,26.33,58.79,137.67
-3.1684,0.587,4.29305,0.0056,0.0041,0.0016,0.0034,21.13,56.16,134.48
-3.1642,-7.8308,0.05496,0.00412,0.0038,-0.0015,0.0,15.18,36.55,147.7
-3.1638,-14.3195,0.0723,0.0146,0.0146,-0.0011,0.0,12.56,17.69,87.84
-3.1467,7.2221,0.22319,0.00508,0.0047,0.0019,0.0001,16.55,45.96,141.93
-3.1359,2.4311,3.5483,0.00933,0.0076,0.0038,0.0039,32.14,60.7,119.05
-3.1318,-13.2648,0.0701,0.0131,0.013,-0.0013,0.0,11.11,16.46,87.24
-3.1276,7.7571,0.07303,0.00454,0.0043,0.0015,0.0001,16.8,36.86,147.79
-3.1055,10.0036,0.1004,0.0173,0.017,0.0031,0.0,15.64,23.31,75.5
-3.1051,-6.2206,0.72637,0.00724,0.0068,-0.0026,0.0004,21.32,55.8,120.74
-3.098,6.9683,0.33315,0.0057,0.0052,0.0023,0.0,18.65,49.43,139.56
-3.0657,-0.0438,4.43762,0.0052,0.0038,0.0002,0.0035,15.28,55.37,120.58
-3.0642,7.4133,0.17022,0.00475,0.0044,0.0018,0.0,15.3,42.01,143.36
-3.0625,-2.0653,3.82592,0.00804,0.0065,-0.0032,0.0035,30.15,59.0,131.37
-3.0261,3.1065,3.16231,0.00914,0.0079,0.0031,0.0035,27.28,63.08,116.85
-3.0258,-4.2227,2.27042,0.01124,0.0101,-0.0043,0.0024,35.74,64.12,107.63
-3.0196,4.1017,2.37439,0.00881,0.0078,0.0038,0.0015,26.82,64.07,118.19
-3.0141,5.3532,1.37017,0.00838,0.0073,0.0041,-0.0002,31.23,62.01,128.09
-3.002,-6.7759,0.44357,0.0061,0.0056,-0.0024,0.0001,18.4,50.84,127.61
-2.9952,0.2372,4.49036,0.00551,0.0041,0.0008,0.0037,17.17,55.43,127.64
-2.9698,-1.6105,4.14116,0.00678,0.0053,-0.0023,0.0036,26.93,57.37,140.55
-2.9638,-2.0251,3.93018,0.00782,0.0063,-0.0028,0.0036,25.8,58.27,133.16
-2.9447,-0.2217,4.53693,0.00553,0.0041,-0.0004,0.0037,20.85,54.22,135.82
-2.9413,-4.4987,2.08984,0.01043,0.0095,-0.0034,0.0026,28.22,62.32,106.46
-2.9371,15.25,0.1067,0.0142,0.0138,0.0033,0.0001,10.18,38.41,67.15
-2.9186,3.5191,2.92385,0.01012,0.009,0.0041,0.0022,34.99,62.54,118.08
-2.9113,14.914,0.1064,0.0125,0.0125,0.0009,0.0001,9.07,38.09,68.25
-2.9067,13.3925,0.1058,0.0163,0.0155,0.0048,0.0001,11.71,36.34,68.3
-2.9042,-0.4617,4.5509,0.00496,0.0037,-0.0008,0.0032,20.1,53.65,146.92
-2.8967,-3.5958,2.87376,0.01124,0.0101,-0.004,0.003,36.74,63.59,111.01
-2.894,14.5548,0.1063,0.0119,0.0114,0.0036,0.0001,8.54,37.69,67.65
-2.8926,4.3069,2.27766,0.00927,0.0084,0.0035,0.0019,33.28,64.19,121.86
-2.8917,-5.1213,1.60739,0.00986,0.0086,-0.0048,-0.0003,31.67,61.39,110.89
-2.8878,-4.4038,2.19909,0.01082,0.0098,-0.0042,0.002,34.14,62.34,108.3
-2.884,7.5256,0.15962,0.00472,0.0044,0.0018,0.0,17.7,42.02,145.94
-2.8812,-1.3891,4.31094,0.00674,0.0053,-0.002,0.0037,26.65,56.44,140.34
-2.8436,-1.363,4.35304,0.00746,0.0058,-0.0026,0.0039,29.95,56.4,142.54
-2.8326,-1.755,4.18543,0.00835,0.0067,-0.0033,0.0037,31.97,58.15,134.5
-2.828,-3.6167,2.89924,0.01105,0.0099,-0.004,0.0029,31.3,61.73,111.8
-2.8237,2.8201,3.52237,0.00955,0.0082,0.0033,0.0036,29.62,61.59,122.58
-2.8163,-0.9139,4.53153,0.00548,0.0042,-0.0017,0.0031,20.17,53.39,153.22
-2.8118,-3.6161,2.90977,0.01067,0.0095,-0.0043,0.0022,30.24,61.7,111.96
-2.8039,-1.7457,4.21353,0.00848,0.0069,-0.0033,0.0038,32.54,58.18,134.63
-2.8,5.8316,1.08721,0.00714,0.0066,0.0028,0.0002,27.87,60.93,135.07
-2.7997,-3.2808,3.194,0.01138,0.0099,-0.0039,0.0041,37.6,62.92,112.67
-2.7976,5.7819,1.12495,0.0082,0.0077,0.0027,0.0008,31.08,59.85,131.64
-2.7894,-6.1397,0.87416,0.00832,0.0078,-0.0029,0.0005,28.7,59.25,120.23
-2.784,8.0409,0.04379,0.00412,0.004,0.0011,0.0,15.22,33.39,150.41
-2.778,2.4005,3.85277,0.009,0.0074,0.0044,0.0025,33.06,59.19,128.17
-2.7683,4.472,2.209,0.00921,0.0085,0.0028,0.0023,29.2,63.95,123.48
-2.7656,-2.9758,3.44941,0.01135,0.0098,-0.004,0.0041,38.5,62.15,116.18
-2.7578,7.9638,0.05952,0.00444,0.0043,0.0012,0.0,16.63,36.94,149.38
-2.7133,9.0706,0.0959,0.0164,0.0141,0.0084,0.0001,11.98,19.75,81.91
-2.7133,-9.0706,0.0959,0.0164,0.0141,-0.0084,0.0001,11.98,19.75,81.91
-2.6959,9.9195,0.0999,0.0154,0.0151,0.0031,0.0001,11.36,21.05,82.24
-2.6959,-9.9195,0.0999,0.0154,0.0151,-0.0031,0.0001,11.36,21.05,82.24
-2.6944,10.645,0.1023,0.0143,0.0142,0.0011,0.0001,10.6,22.2,82.32
-2.6944,-10.645,0.1023,0.0143,0.0142,-0.0011,0.0001,10.6,22.2,82.32
-2.6606,-6.7213,0.5517,0.00674,0.0064,-0.0021,0.0004,23.97,53.69,128.77
-2.6486,9.4753,0.0978,0.0152,0.0142,0.0055,0.0001,11.14,20.41,81.85
-2.6486,-9.4753,0.0978,0.0152,0.0142,-0.0055,0.0001,11.14,20.41,81.85
-2.6241,6.6671,0.59193,0.00657,0.0062,0.002,0.0004,25.21,54.08,138.32
-2.6122,7.1892,0.32873,0.00493,0.0046,0.0017,-0.0001,19.23,49.38,145.33
-2.6048,-0.4009,4.81492,0.00533,0.0041,-0.0011,0.0033,22.55,51.4,154.92
-2.5853,-2.6578,3.81141,0.01142,0.0098,-0.0047,0.0035,36.25,58.43,127.68
-2.5658,-5.5128,1.41784,0.00971,0.009,-0.0035,0.0005,32.05,60.36,114.7
-2.563,3.114,3.48492,0.01024,0.0092,0.0031,0.0033,38.31,61.05,129.01
-2.534,1.9987,4.28626,0.00939,0.0078,0.003,0.0042,36.44,56.52,138.11
-2.5192,-1.4918,4.56343,0.00741,0.0061,-0.0026,0.0033,26.86,52.84,151.37
-2.5163,3.2825,3.37354,0.00987,0.0089,0.0034,0.0027,38.04,62.37,132.27
-2.5103,5.0743,1.8077,0.00883,0.0083,0.0031,0.0008,35.0,63.68,134.85
-2.5068,0.2471,4.90859,0.00659,0.0051,0.0004,0.0041,24.76,50.64,138.88
-2.4773,1.0439,4.76953,0.00802,0.0065,0.0019,0.0043,32.66,51.11,149.48
-2.4627,0.5667,4.90261,0.00724,0.0057,0.0012,0.0043,28.9,50.75,146.78
-2.4475,6.0515,1.04409,0.00827,0.0079,0.0024,0.0008,31.79,58.0,135.18
-2.4457,-8.0161,0.06813,0.00483,0.0047,-0.0011,0.0,17.73,37.59,145.86
-2.4284,4.7673,2.11494,0.00939,0.0088,0.003,0.0012,32.55,64.2,134.79
-2.4281,-3.4171,3.31357,0.01071,0.0097,-0.0028,0.0034,37.27,60.84,120.49
-2.424,-12.1411,0.0701,0.0144,0.0141,-0.003,0.0001,12.06,16.32,86.04
-2.4148,6.4006,0.81145,0.00678,0.0065,0.0017,0.0007,23.77,57.35,142.34
-2.3672,-7.0249,0.44627,0.00572,0.0053,-0.0021,-0.0003,20.73,51.01,133.47
-2.3641,3.5476,3.23963,0.01049,0.0096,0.0023,0.0036,39.86,61.87,130.4
-2.3475,8.181,0.04132,0.00443,0.0044,0.0008,0.0001,16.79,37.1,151.07
-2.3425,-6.8088,0.57082,0.00738,0.0071,-0.0019,0.0001,27.1,54.89,131.66
-2.3389,-1.148,4.83781,0.00802,0.0066,-0.0016,0.0043,33.56,51.34,153.34
-2.3369,-1.1576,4.83589,0.00803,0.0066,-0.002,0.0042,34.01,51.47,155.1
-2.3351,-11.1218,0.0678,0.0132,0.0129,-0.0027,0.0001,10.94,15.53,85.38
-2.3232,-0.7199,4.97801,0.00694,0.0056,-0.0012,0.0039,25.77,47.84,160.01
-2.321,-2.1148,4.3667,0.00912,0.0079,-0.003,0.0034,35.43,56.28,138.04
-2.3203,-2.1169,4.36571,0.01043,0.009,-0.0036,0.0037,41.0,56.42,139.53
-2.3113,1.4447,4.73894,0.00854,0.0071,0.0031,0.0035,30.39,51.87,149.57
-2.3102,-5.8464,1.24334,0.00908,0.0087,-0.0023,0.0011,30.83,58.95,118.97
-2.3066,1.4468,4.74129,0.00834,0.007,0.0031,0.0035,29.73,51.86,149.87
-2.3054,6.9826,0.4786,0.00649,0.0061,0.0023,-0.0003,25.25,51.39,142.65
-2.3042,3.4237,3.38153,0.01083,0.0098,0.0037,0.0026,41.37,61.32,131.42
-2.2844,-10.8271,0.0676,0.0146,0.0146,0.0009,0.0001,12.08,15.42,84.91
-2.2761,-15.9316,0.0773,0.0145,0.0145,-0.0008,0.0,12.63,20.78,88.04
-2.2606,-9.2326,0.0658,0.0163,0.0155,-0.0051,0.0001,13.46,14.65,84.75
-2.2515,-4.082,2.8278,0.0121,0.0114,-0.0032,0.0024,43.23,63.6,121.24
-2.2398,-5.3973,1.63682,0.01104,0.0106,-0.0016,0.0026,37.95,62.69,117.27
-2.2386,1.5023,4.76271,0.0085,0.0072,0.0022,0.0039,35.47,50.97,153.37
-2.2375,11.6499,0.1041,0.0145,0.0145,-0.0006,0.0,13.4,24.6,76.6
-2.2372,4.086,2.83081,0.01045,0.0098,0.0029,0.002,41.74,62.57,136.5
-2.2352,0.6142,5.06577,0.00734,0.0059,0.0014,0.0041,30.62,48.17,156.53
-2.2287,-0.6496,5.06339,0.00776,0.0063,-0.0017,0.0043,33.89,48.5,163.06
-2.2264,-0.8545,5.01647,0.00783,0.0065,-0.0012,0.0042,33.36,48.8,158.76
-2.2259,-0.6501,5.06539,0.00786,0.0063,-0.0019,0.0043,34.43,48.39,163.6
-2.2257,-0.8571,5.01615,0.00743,0.0061,-0.0012,0.004,31.6,48.67,158.58
-2.1976,-6.0173,1.14874,0.00892,0.0086,-0.0022,0.0011,31.11,59.17,122.06
-2.1756,-0.464,5.13753,0.0078,0.0064,-0.001,0.0043,33.32,45.67,162.29
-2.1709,0.8548,5.05593,0.00812,0.0067,0.0021,0.0041,34.6,47.98,159.53
-2.1654,7.7952,0.14656,0.0047,0.0046,0.0011,0.0,15.59,42.19,147.8
-2.1437,2.1986,4.42944,0.00919,0.008,0.0035,0.0029,32.78,56.31,145.77
-2.1118,-1.7804,4.71062,0.00987,0.0086,-0.0027,0.004,40.94,54.02,149.58
-2.1112,3.9593,3.00791,0.00926,0.0088,0.0023,0.0019,34.51,63.59,145.53
-2.1066,-1.773,4.71834,0.00972,0.0085,-0.0028,0.0038,39.65,52.03,148.9
-2.1017,1.2986,4.94915,0.00888,0.0076,0.0023,0.004,38.03,48.34,159.91
-2.0981,6.2124,1.02276,0.00694,0.0065,0.0024,-0.0004,28.8,59.06,145.3
-2.0917,0.0817,5.23093,0.00695,0.0057,0.0005,0.004,28.65,44.76,157.78
-2.0916,10.9954,0.1052,0.0167,0.0162,0.004,0.0001,11.95,33.68,68.91
-2.0853,-0.0766,5.23566,0.00875,0.0072,0.0001,0.005,35.97,45.07,156.67
-2.0791,-0.6036,5.17934,0.00719,0.006,-0.0012,0.0039,27.43,44.5,167.81
-2.0685,-8.2819,0.0382,0.00473,0.0046,-0.0009,0.0001,17.24,33.28,148.22
-2.0648,0.0717,5.25043,0.00784,0.0064,-0.0002,0.0045,32.9,44.9,160.07
-2.0557,6.6584,0.71599,0.00626,0.0061,0.0014,0.0003,23.01,57.63,148.9
-2.0355,-5.9182,1.26831,0.00947,0.0091,-0.0026,0.0002,28.66,58.51,121.65
-2.0284,-4.8488,2.20993,0.01174,0.0112,-0.0026,0.0022,39.81,62.16,116.46
-2.0196,2.753,4.10375,0.01056,0.0096,0.0034,0.0028,43.9,57.42,146.58
-2.0164,10.374,0.1033,0.015,0.0142,0.0047,0.0001,10.72,32.97,68.89
-2.0109,0.853,5.16576,0.00786,0.0066,0.0019,0.0038,34.47,45.45,167.22
-1.9896,1.5694,4.898,0.00882,0.0076,0.0022,0.0039,38.22,51.11,159.51
-1.9382,-2.0365,4.66308,0.01001,0.0089,-0.0031,0.0035,35.83,52.27,149.63
-1.9168,1.813,4.81091,0.0099,0.0088,0.0025,0.0038,43.2,50.61,160.67
-1.9123,-0.3161,5.33767,0.00648,0.0054,-0.0009,0.0034,25.12,41.0,173.97
-1.9004,8.4223,0.02342,0.00401,0.0039,0.0011,0.0,14.85,32.74,150.73
-1.8908,0.4981,5.32475,0.0089,0.0076,0.0014,0.0045,38.81,41.44,169.79
-1.8808,-1.3766,5.05626,0.0089,0.0077,-0.0021,0.0039,39.38,47.17,166.93
-1.871,4.3478,2.74868,0.00317,0.003,0.0007,0.0006,13.16,62.78,141.81
-1.8691,-0.107,5.37839,0.00776,0.0066,0.0001,0.0042,28.99,40.87,167.85
-1.8666,-5.6929,1.50186,0.00973,0.0095,-0.0022,0.0005,30.01,61.19,121.87
-1.8504,-4.5539,2.55996,0.01157,0.0111,-0.0019,0.0028,34.63,62.33,117.75
